id,ra,dec,B_mag,B_mag_unc,V_mag,V_mag_unc,g_mag,g_mag_unc,r_mag,r_mag_unc,i_mag,i_mag_unc,z_mag,z_mag_unc,J_mag,J_mag_unc,H_mag,H_mag_unc,K_mag,K_mag_unc,G_mag,G_mag_unc,Bp_mag,Bp_mag_unc,Rp_mag,Rp_mag_unc,parallax,parallax_unc,GaiaID
EPIC205252523,247.04344,-18.623918,,,,,,,,,,,,,12.85,0.03,12.284,0.038,12.084,0.029,15.1915,0.0004,16.0838,0.0066,14.2457,0.0015,0.001849,7.09e-05,4323558931947467776
EPIC205463986,241.527636,-17.417355,12.144,0.239,11.134,0.111,11.527,0.03,10.903,0.01,10.658,0.02,,,9.61,0.024,9.172,0.022,9.072,0.021,11.0074,0.0023,11.3676,0.002,10.3222,0.0016,0.0044535,6.75e-05,6249270053834216064
EPIC205489894,247.474335,-17.247229,14.647,0.049,13.213,0.032,13.965,0.034,12.67,0.041,11.64,0.03,,,9.785,0.02,9.148,0.021,8.965,0.021,12.276,0.0003,13.454,0.0015,11.211,0.0016,0.0218185,5.7799999999999995e-05,4324010075312779520
EPIC205570849,244.863427,-16.689158,13.061,0.03,12.355,0.02,12.655,0.04,12.126,0.01,11.893,0.02,,,10.829,0.024,10.502,0.022,10.414,0.021,12.118,0.0002,12.5323,0.0013,11.5432,0.0008,0.0031544,4.2000000000000004e-05,4327969790344514176
EPIC205686202,246.643039,-15.792386,15.899,0.03,14.465,0.039,15.257,0.042,13.882,0.045,13.517,0.35,,,11.435,0.021,10.847,0.022,10.641,0.021,13.7943,0.0002,14.708,0.0016,12.838,0.0007,0.003617,2.7400000000000002e-05,4325505960880989952
EPIC205703094,247.33893,-15.646748,13.408,0.042,12.543,0.031,13.028,0.031,12.275,0.04,12.294,0.43,,,10.79,0.024,10.517,0.023,10.361,0.019,12.2798,0.0003,12.7586,0.0011,11.6329,0.0009,-0.0004379,0.0004034,4325477369281250944
EPIC205904628,336.575788,-18.01117,8.769,0.02,8.239,0.015,8.827,0.05,8.395,0.05,7.959,0.03,,,7.202,0.021,6.974,0.038,6.887,0.034,8.1036,0.0004,8.4015,0.0023,7.6885,0.0019,0.012332800000000001,7.13e-05,2594479109451475456
EPIC205916793,338.054185,-17.543994,15.432,0.02,14.042,0.01,14.827,0.02,13.457,0.02,12.847,0.01,,,11.85,0.037,11.231,0.044,11.075,0.043,13.9449,0.0005,14.8098,0.0031,13.037,0.0021,0.0056871,3.29e-05,2594546351459477760
EPIC205924614,333.751927,-17.250707,14.746,0.05,13.546,0.02,14.226,0.02,13.015,0.04,12.599,0.14,,,11.23,0.023,10.615,0.024,10.471,0.025,13.0624,0.0004,13.7933,0.0014,12.2472,0.0013,0.00624,2.8400000000000003e-05,6825931948041984256
EPIC205944181,333.924909,-16.563539,13.42,0.01,12.595,0.01,13.001,0.03,12.357,0.02,12.157,0.22,,,11.104,0.022,10.686,0.022,10.648,0.021,12.4017,0.0002,12.8465,0.0019,11.8215,0.0016,0.0041467,5.8700000000000004e-05,6826042272867174912
EPIC205947161,340.959693,-16.462458,11.873,0.03,11.274,0.01,11.531,0.03,11.104,0.01,11.002,0.01,,,10.184,0.024,9.928,0.026,9.864,0.023,11.127,0.001,11.4505,0.0018,10.6775,0.001,0.0029275000000000004,6.850000000000001e-05,2404215150615483008
EPIC205947214,334.61663,-16.460911,,,,,,,,,,,,,13.695,0.029,12.982,0.027,12.777,0.032,15.8431,0.0008,16.7987,0.004,14.8738,0.0017,0.0016696,5.97e-05,2598609558025174656
EPIC205950854,333.109888,-16.341755,12.998,0.02,12.291,0.01,12.613,0.01,12.046,0.02,11.887,0.02,,,10.957,0.026,10.589,0.023,10.549,0.024,12.0976,0.0003,12.4781,0.0015,11.5716,0.0014,0.0040724,6.950000000000001e-05,6826271727199243264
EPIC205957328,339.902444,-16.129775,13.492,0.01,12.654,0.031,13.074,0.031,12.381,0.02,12.203,0.02,,,11.149,0.023,10.738,0.022,10.641,0.023,12.4526,0.0011,12.9075,0.0056,11.8556,0.0026,0.0044562,4.67e-05,2596428230034688896
EPIC205976958,339.309679,-15.514149,,,,,,,,,,,,,13.361,0.023,12.659,0.027,12.52,0.026,15.712,0.0009,16.7929,0.0095,14.6816,0.003,0.0037462,6.62e-05,2596707613362604288
EPIC205990339,330.971365,-15.106543,,,,,,,,,,,,,15.322,0.085,14.643,0.111,14.22,0.083,17.5829,0.0027,18.0241,0.0364,16.8208,0.0089,0.0004476,0.00017050000000000002,6839328049822184448
EPIC205996447,339.726635,-14.925673,17.008,0.13,15.733,0.058,16.547,0.17,15.323,0.05,14.711,0.13,,,13.134,0.026,12.427,0.03,12.312,0.027,15.2205,0.0022,16.0729,0.0109,14.3013,0.0055,0.0021899000000000003,4.58e-05,2597595056685061248
EPIC205999468,335.40662,-14.83948,14.062,0.02,13.191,0.032,13.583,0.032,12.91,0.041,12.653,0.062,,,11.591,0.026,11.092,0.023,11.011,0.024,12.9477,0.0005,13.4345,0.001,12.3219,0.001,0.0040739,3.26e-05,2599429694915622912
EPIC206007892,337.04427,-14.599381,12.966,0.01,12.229,0.06,12.517,0.02,11.962,0.04,11.811,0.04,,,10.791,0.022,10.458,0.024,10.371,0.021,12.0063,0.0003,12.4229,0.0016,11.4527,0.0014,0.004213199999999999,8.219999999999999e-05,2599322178998513664
EPIC206008091,335.450723,-14.593286,13.274,0.042,12.633,0.031,12.91,0.031,12.48,0.041,12.333,0.061,,,11.445,0.023,11.144,0.022,11.075,0.021,12.4959,0.0002,12.8303,0.0017,12.0146,0.0008,0.0025172,4.1099999999999996e-05,2599451994385832448
EPIC206011496,342.031525,-14.494689,11.972,0.153,11.187,0.101,11.389,0.01,10.9,0.03,10.714,0.09,,,9.726,0.026,9.312,0.022,9.259,0.027,10.9277,0.0006,11.3367,0.001,10.3636,0.0008,0.0071829,5.05e-05,2597119620985658496
EPIC206011691,340.303689,-14.488987,14.126,0.03,12.846,0.03,13.564,0.01,12.338,0.01,11.781,0.02,,,10.251,0.021,9.633,0.022,9.417,0.02,12.2785,0.0003,13.1027,0.0019,11.4005,0.0012,0.011926500000000001,3.7699999999999995e-05,2596888100773300224
EPIC206024342,331.277219,-14.121665,13.771,0.04,13.116,0.03,13.392,0.04,12.937,0.05,12.897,0.31,,,11.846,0.022,11.533,0.023,11.487,0.023,12.9682,0.0004,13.3207,0.0014,12.4572,0.001,0.0026752,3.57e-05,6839540362940861568
EPIC206026136,342.691712,-14.069886,15.679,0.04,14.501,0.05,15.145,0.04,14.037,0.01,13.654,0.01,,,12.35,0.024,11.761,0.022,11.645,0.023,14.1038,0.0005,14.7808,0.0042,13.3263,0.0014,0.0037562000000000003,2.91e-05,2603155390066307456
EPIC206026904,333.821819,-14.049808,13.317,0.02,12.378,0.03,12.808,0.04,12.072,0.03,11.868,0.11,,,10.765,0.022,10.314,0.023,10.215,0.021,12.1319,0.0004,12.6318,0.0014,11.5051,0.0011,0.0054737,4.28e-05,2599975224481836672
EPIC206027655,338.942343,-14.027745,15.129,0.04,14.226,0.03,14.647,0.01,13.904,0.01,13.536,0.09,,,12.454,0.023,11.981,0.022,11.838,0.023,13.9395,0.0003,14.458,0.0024,13.2825,0.002,0.0031838,3.59e-05,2597903091739512320
EPIC206028176,330.300307,-14.014557,12.769,0.03,12.281,0.02,12.469,0.06,12.17,0.01,12.08,0.02,,,11.318,0.024,11.121,0.022,11.075,0.021,12.1792,0.0003,12.4394,0.0021,11.7725,0.0014,0.0018208,0.0001224,6839733426015496960
EPIC206029450,335.882932,-13.979621,,,,,,,,,,,,,13.591,0.025,12.897,0.025,12.834,0.029,15.6396,0.0008,16.4947,0.0038,14.7317,0.0028,0.0029403999999999997,4.72e-05,2599641660141170816
EPIC206032309,341.240699,-13.900921,,,,,,,,,,,,,13.429,0.024,12.859,0.027,12.538,0.026,16.0689,0.0011,17.3405,0.007,14.9424,0.0024,0.0061694,6.829999999999999e-05,2597400855444243840
EPIC206036749,332.476246,-13.7777,13.984,0.03,13.209,0.02,13.551,0.01,12.981,0.01,12.776,0.02,,,11.738,0.026,11.38,0.025,11.323,0.027,13.009,0.0005,13.4346,0.0018,12.4364,0.0005,0.0022845,4.57e-05,2612139151684735104
EPIC206038483,338.606184,-13.731702,13.562,0.01,12.789,0.02,13.117,0.03,12.567,0.041,12.364,0.05,,,11.41,0.021,11.085,0.025,10.993,0.021,12.6108,0.0003,13.0208,0.0034,12.0621,0.0009,0.0020052,4.6e-05,2597973387468989568
EPIC206042996,337.513575,-13.610113,18.347,0.24,16.743,0.089,17.37,0.13,16.004,0.02,15.5,0.09,,,13.964,0.025,13.253,0.028,13.071,0.033,15.9752,0.001,16.8183,0.0114,15.0709,0.0033,0.0021869,6.6e-05,2600942622915012608
EPIC206044803,339.674743,-13.560024,13.689,0.05,12.991,0.02,13.292,0.04,12.824,0.01,12.839,0.46,,,11.758,0.022,11.423,0.021,11.385,0.024,12.8575,0.0004,13.2238,0.0023,12.3399,0.0015,0.0024369,4.97e-05,2598309945401588224
EPIC206049452,334.52654,-13.437336,,,,,,,,,,,,,11.411,0.023,10.8,0.024,10.717,0.025,13.2422,0.0008,13.959,0.0032,12.4334,0.0018,0.0062698,3.35e-05,2600397436946836352
EPIC206049764,332.340822,-13.428865,13.525,0.02,12.66,0.04,13.073,0.01,12.396,0.02,12.176,0.02,,,11.101,0.024,10.614,0.023,10.529,0.025,12.4386,0.0002,12.9137,0.0018,11.8227,0.0009,0.0016223000000000001,4.92e-05,2612301329648852224
EPIC206055981,337.858905,-13.264627,14.939,0.02,13.803,0.01,14.398,0.01,13.36,0.02,12.997,0.05,,,11.666,0.023,11.087,0.024,10.957,0.023,13.3983,0.0005,14.0587,0.0025,12.6278,0.001,0.0056221,2.98e-05,2601048588348190976
EPIC206056433,335.179036,-13.252261,14.868,0.03,13.651,0.034,14.291,0.035,13.18,0.042,12.806,0.062,,,11.554,0.029,10.998,0.027,10.836,0.021,13.65,0.0137,13.9393,0.013,12.5086,0.0109,0.002572,0.00038940000000000003,2600490891139356672
EPIC206061524,335.057358,-13.114627,16.329,0.12,14.893,0.044,15.647,0.046,14.428,0.049,13.927,0.071,,,12.413,0.027,11.796,0.026,11.579,0.021,14.4072,0.0015,15.1816,0.0025,13.5119,0.0034,0.0035108,5.38e-05,2600505429604015872
EPIC206082454,335.308377,-12.5569,13.229,0.042,12.438,0.031,12.776,0.031,12.222,0.04,12.107,0.061,,,11.098,0.024,10.76,0.023,10.661,0.019,12.2809,0.0002,12.6772,0.0016,11.7391,0.0006,0.003976,4.63e-05,2602237602799035008
EPIC206096602,334.36418,-12.187498,13.505,0.02,12.397,0.04,12.965,0.03,11.978,0.05,11.651,0.05,,,10.374,0.023,9.811,0.025,9.688,0.023,12.0433,0.0002,12.6696,0.0018,11.309,0.0007,0.0088628,3.84e-05,2612830229101544704
EPIC206101302,333.426666,-12.066374,13.469,0.01,12.876,0.02,13.115,0.01,12.682,0.01,12.526,0.01,,,11.606,0.021,11.32,0.021,11.274,0.022,12.7269,0.0003,13.0693,0.0026,12.2338,0.0009,0.0019069,7.92e-05,2612881429407251328
EPIC206103150,331.203044,-12.018893,12.721,0.041,11.986,0.01,12.216,0.04,11.767,0.07,11.567,0.04,,,10.613,0.022,10.31,0.022,10.192,0.026,11.7889,0.0003,12.1979,0.0014,11.2387,0.0012,0.0037496,6.79e-05,2613413008919918976
EPIC206114294,332.344222,-11.734278,18.166,0.48,16.533,0.15,17.288,0.077,15.816,0.14,15.072,0.03,,,13.431,0.023,12.791,0.022,12.604,0.026,15.7105,0.0009,16.7028,0.0068,14.7137,0.0037,0.0030703999999999996,8.2e-05,2613060374924695552
EPIC206114630,330.33053,-11.724275,12.007,0.179,11.115,0.104,11.682,0.03,11.036,0.04,10.753,0.06,,,9.675,0.028,9.173,0.027,9.075,0.024,11.1235,0.0021,11.5505,0.003,10.4137,0.0031,0.0096538,0.00041420000000000004,2613657100500467456
EPIC206119924,336.151594,-11.578688,12.198,0.293,10.91,0.101,11.435,0.03,10.258,0.03,9.828,0.03,,,8.597,0.029,8.02,0.046,7.875,0.027,10.3281,0.001,11.0386,0.0014,9.5486,0.0014,0.020220099999999998,5.06e-05,2602406721431348096
EPIC206125618,332.413612,-11.428742,14.891,0.01,14.086,0.01,14.47,0.04,13.847,0.01,13.647,0.01,,,12.665,0.026,12.258,0.023,12.201,0.025,13.9146,0.0003,14.3414,0.0032,13.3343,0.0017,0.0019729,5.0299999999999996e-05,2613822710144971776
EPIC206135075,337.940608,-11.182043,12.577,0.274,11.929,0.207,12.069,0.03,11.828,0.01,11.767,0.05,,,11.015,0.024,10.805,0.025,10.739,0.023,11.8519,0.0004,12.0991,0.0015,11.4637,0.0007,0.0016787,4.53e-05,2602680366683170304
EPIC206135682,332.635676,-11.166197,14.5,0.03,13.536,0.02,14.045,0.05,13.183,0.01,12.857,0.02,,,11.613,0.024,11.103,0.022,11.042,0.021,13.2207,0.0005,13.7876,0.0028,12.5261,0.0022,0.0048113999999999995,2.94e-05,2613924969021549440
EPIC206146957,329.726059,-10.87507,12.667,0.33,11.789,0.212,11.788,0.03,11.345,0.04,11.204,0.06,,,10.357,0.027,9.98,0.021,9.934,0.019,11.3732,0.0006,11.7219,0.0029,10.8776,0.0011,0.0053613,5.23e-05,2616766622463761024
EPIC206151047,333.71501,-10.769168,14.186,0.04,13.569,0.03,13.86,0.04,13.409,0.043,13.248,0.01,,,12.443,0.024,12.122,0.03,12.088,0.025,13.454,0.0003,13.7644,0.0012,12.9846,0.0013,0.0016052,2.35e-05,2614706584349855104
EPIC206152015,342.341367,-10.743431,11.847,0.03,11.353,0.02,11.53,0.03,11.244,0.03,11.084,0.1,,,10.316,0.024,10.079,0.025,9.966,0.019,11.2423,0.0009,11.5189,0.0027,10.815,0.0014,0.0075591,0.0003437,2605134442276172672
EPIC206153219,331.5267,-10.711549,12.3,0.23,11.71,0.186,12.386,0.04,11.973,0.01,11.907,0.17,,,10.948,0.023,10.664,0.026,10.609,0.021,11.9961,0.0002,12.3306,0.0017,11.5202,0.0009,0.0019215,8.669999999999999e-05,2614121364991061888
EPIC206154641,342.385694,-10.675551,12.053,0.03,11.457,0.01,11.692,0.03,11.329,0.02,11.131,0.07,,,10.362,0.024,10.097,0.022,10.062,0.025,11.3347,0.0004,11.6478,0.002,10.8803,0.0015,0.0033734000000000004,4.99e-05,2605161444735454464
EPIC206155547,333.606312,-10.652785,15.326,0.06,14.713,0.042,14.997,0.06,14.557,0.03,14.454,0.01,,,13.609,0.027,13.304,0.023,13.277,0.041,14.5946,0.0004,14.8987,0.0026,14.1209,0.0019,0.0006044000000000001,4.08e-05,2614722973945069184
EPIC206159027,334.019783,-10.567318,13.965,0.02,12.977,0.05,13.502,0.02,12.603,0.01,12.21,0.01,,,11.139,0.027,10.651,0.021,10.53,0.019,12.6573,0.0005,13.2159,0.0029,11.976,0.0016,0.0059009,4.36e-05,2614734243939231232
EPIC206162305,335.759539,-10.48858,,,,,,,,,,,,,12.608,0.022,11.933,0.025,11.766,0.024,15.0572,0.0006,16.1698,0.0117,14.0095,0.0017,0.0055058,4.77e-05,2614926005638892032
EPIC206169375,344.016383,-10.332234,13.002,0.31,12.549,0.246,12.878,0.031,12.526,0.041,12.423,0.061,,,11.598,0.024,11.304,0.025,11.284,0.026,12.5502,0.0003,12.8284,0.0011,12.1131,0.0009,0.00189,3.8100000000000005e-05,2606546279630637952
EPIC206175552,339.511537,-10.205107,14.242,0.05,13.512,0.03,13.855,0.01,13.318,0.01,13.067,0.06,,,12.24,0.027,11.911,0.025,11.816,0.027,13.3866,0.0003,13.7632,0.0014,12.8512,0.0008,0.0011381,3.31e-05,2608757534953049216
EPIC206181769,338.475795,-10.084946,13.915,0.01,12.989,0.03,13.467,0.01,12.699,0.01,12.472,0.03,,,11.355,0.023,10.935,0.022,10.853,0.021,12.7782,0.0004,13.2734,0.0023,12.1476,0.0011,0.004265,6.32e-05,2608811445383136768
EPIC206192335,332.664193,-9.889762,12.481,0.25,12.312,0.263,12.4,0.06,11.817,0.02,11.643,0.06,,,10.651,0.024,10.305,0.023,10.25,0.019,11.8635,0.0006,12.2658,0.0023,11.3185,0.0014,0.0053237,4.36e-05,2615761806274658176
EPIC206192813,341.724437,-9.881619,,,,,,,,,,,,,12.598,0.022,11.927,0.026,11.732,0.026,15.1887,0.0007,16.455,0.005,14.0698,0.003,0.0064995,5.16e-05,2608279114251674624
EPIC206209135,334.621964,-9.612382,16.692,0.086,15.309,0.05,16.135,0.14,14.723,0.05,13.666,0.1,,,11.685,0.023,11.122,0.022,10.962,0.021,14.2789,0.0005,15.552,0.0047,13.168,0.0012,0.0150242,4.49e-05,2615653023342995584
EPIC206215704,335.094822,-9.509531,,,,,,,,,,,,,13.561,0.03,12.954,0.025,12.767,0.029,16.1722,0.001,17.4759,0.0115,15.0381,0.0028,0.0090727,8.87e-05,2615281560211505408
EPIC206245553,335.025479,-9.056093,12.431,0.349,11.345,0.146,12.115,0.03,11.688,0.05,11.587,0.02,,,10.695,0.026,10.382,0.022,10.322,0.021,11.7146,0.0003,12.0556,0.0009,11.2316,0.0011,0.0036864,3.4500000000000005e-05,2616071555020488960
EPIC206247743,338.368392,-9.022769,12.152,0.223,10.832,0.075,11.353,0.03,10.533,0.04,10.251,0.06,,,9.082,0.024,8.594,0.042,8.516,0.024,10.5959,0.0005,11.1486,0.0013,9.9258,0.001,0.0032244,4.8899999999999996e-05,2609222216055014144
EPIC206268299,339.91935,-8.714505,13.139,0.042,12.588,0.031,12.817,0.031,12.405,0.041,12.264,0.061,,,11.427,0.027,11.177,0.026,11.068,0.019,12.4364,0.0003,12.7589,0.0017,11.9598,0.0018,0.0026187999999999997,4.65e-05,2609566053956741888
EPIC206298289,337.357688,-8.266702,17.047,0.11,15.427,0.052,16.181,0.054,14.951,0.054,14.048,0.072,,,12.235,0.023,11.616,0.028,11.395,0.025,14.6255,0.0006,15.7296,0.0038,13.5783,0.0026,0.0066273,8.609999999999999e-05,2621428856708032256
EPIC206311743,335.118513,-8.060535,14.086,0.04,13.209,0.02,13.63,0.04,12.891,0.041,12.619,0.05,,,11.277,0.022,10.781,0.024,10.701,0.019,12.9412,0.0025,13.4676,0.0075,12.2611,0.0056,0.0014944,3.31e-05,2616298436668399616
EPIC206312951,337.08506,-8.041529,16.826,0.03,15.272,0.049,16.109,0.01,14.691,0.01,13.807,0.07,,,12.21,0.024,11.565,0.025,11.328,0.023,14.5395,0.0006,15.6058,0.0046,13.5184,0.0018,0.0068708,4.57e-05,2621494900419597312
EPIC206317286,337.617598,-7.972406,15.074,0.02,14.051,0.036,14.579,0.037,13.71,0.044,13.474,0.066,,,12.258,0.026,11.72,0.021,11.635,0.025,13.774,0.0003,14.3243,0.0027,13.0902,0.0018,0.0031525,2.92e-05,2621545958991110144
EPIC206318379,335.624384,-7.955366,17.876,0.22,16.061,0.067,16.862,0.07,15.52,0.01,13.994,0.01,,,11.695,0.03,11.028,0.023,10.746,0.023,14.6799,0.0008,16.3207,0.0098,13.4326,0.0024,0.015845599999999998,7.99e-05,2622296783699476864
EPIC206348688,338.84485,-7.469853,13.346,0.042,12.701,0.031,12.991,0.031,12.546,0.041,12.384,0.061,,,11.564,0.029,11.283,0.026,11.178,0.019,12.5886,0.0003,12.9345,0.0023,12.0966,0.0014,0.0017517000000000001,4.71e-05,2621784209417087360
EPIC206403979,332.889367,-6.568565,,,,,18.846,0.01,18.574,0.01,18.416,0.012,18.363,0.035,,,,,,,18.6693,0.0051,18.951,0.042,18.1943,0.0326,0.0003043,0.00030470000000000003,2619919472056091520
EPIC206417197,337.133466,-6.347505,,,,,,,,,,,,,11.949,0.024,11.457,0.022,11.394,0.019,13.3752,0.0003,13.8704,0.0027,12.7344,0.0017,0.0033624,2.85e-05,2622888531408156928
EPIC206432863,337.105587,-6.086677,,,,,,,,,,,,,11.854,0.023,11.506,0.026,11.484,0.023,13.0146,0.0008,13.3962,0.0023,12.4805,0.0015,0.0014142999999999998,4.48e-05,2623108188920880512
EPIC206439513,337.853509,-5.977968,12.412,0.252,11.618,0.157,,,,,,,,,10.888,0.026,10.678,0.026,10.621,0.021,11.8176,0.0002,12.0929,0.002,11.3944,0.001,0.0016633,3.84e-05,2623009580766442880
EPIC206500801,334.492238,-4.864619,12.436,0.271,12.177,0.275,12.552,0.01,11.955,0.01,12.03,0.38,,,10.749,0.022,10.404,0.022,10.296,0.023,12.0073,0.0009,12.4538,0.0027,11.4244,0.0026,0.0024798,9.94e-05,2626910437568266240
EPIC206532093,335.577903,-4.206278,,,,,,,,,,,,,10.406,0.03,10.147,0.026,10.035,0.025,11.5647,0.0009,11.9449,0.0025,11.039,0.0017,0.0022271,9.34e-05,2626673806345286784
EPIC206535016,335.240257,-4.139476,12.849,0.02,11.835,0.13,12.43,0.01,11.481,0.04,11.307,0.03,,,10.494,0.023,10.087,0.022,10.019,0.019,11.8299,0.001,12.2905,0.0034,11.2341,0.0024,0.0063045,6.35e-05,2627338250670394752
EPIC206543223,336.011157,-3.95439,12.525,0.01,11.587,0.01,12.159,0.03,11.342,0.04,11.199,0.06,,,10.38,0.023,10.009,0.023,9.933,0.019,11.6142,0.0003,12.0306,0.0019,11.0604,0.0016,0.0041064,3.3799999999999995e-05,2626697338470750464
EPIC210363145,55.228426,12.572612,13.229,0.03,12.158,0.09,12.739,0.02,11.816,0.09,11.534,0.06,,,10.384,0.02,9.91,0.023,9.799,0.018,11.9202,0.0006,12.485,0.0014,11.2359,0.0013,0.007027,4.29e-05,37619725922094336
EPIC210365511,60.092362,12.633847,14.192,0.03,13.044,0.23,13.648,0.05,12.517,0.15,11.921,0.06,,,10.604,0.022,10.008,0.022,9.842,0.017,12.6531,0.0031,13.2415,0.0022,11.676,0.0006,0.0033222,0.0005185,3305029359213511424
EPIC210389383,62.603675,13.217711,13.913,0.02,13.059,0.02,13.479,0.04,12.744,0.02,12.44,0.06,,,11.257,0.022,10.905,0.03,10.772,0.025,12.7827,0.0004,13.2818,0.0015,12.1222,0.0009,0.0019277,4.85e-05,3305254789159610112
EPIC210400751,57.225306,13.483545,13.087,0.02,12.191,0.02,12.607,0.04,11.871,0.03,11.586,0.02,,,10.463,0.023,10.001,0.02,9.89,0.018,11.8935,0.0003,12.3957,0.001,11.2518,0.0007,0.0067786999999999995,4.91e-05,37928001494790272
EPIC210402237,55.255905,13.519372,12.893,0.02,12.075,0.06,12.461,0.01,11.792,0.05,11.518,0.04,,,10.358,0.022,9.998,0.019,9.907,0.018,11.8031,0.0003,12.2915,0.0008,11.1693,0.0007,0.0038775,3.52e-05,38127013099258880
EPIC210403955,59.037487,13.559289,13.61,0.05,12.626,0.09,13.094,0.05,12.298,0.1,12.085,0.3,,,10.874,0.021,10.425,0.022,10.313,0.017,12.377,0.0002,12.9063,0.001,11.7109,0.0006,0.0049516,4.32e-05,38723395078288256
EPIC210414957,64.325266,13.804842,14.183,0.01,13.058,0.03,13.633,0.03,12.664,0.04,12.235,0.04,,,10.818,0.022,10.361,0.02,10.216,0.018,12.6854,0.0003,13.3327,0.0014,11.8818,0.0009,0.002079,4.8e-05,3310646626679718784
EPIC210423938,60.372361,14.000156,14.138,0.01,13.079,0.03,13.59,0.02,12.635,0.02,12.254,0.12,,,10.969,0.022,10.373,0.022,10.272,0.017,12.6611,0.0003,13.29,0.0014,11.9036,0.0009,0.0066849,4.22e-05,38953983282748416
EPIC210448987,57.485488,14.5022,15.56,0.1,14.364,0.04,15.004,0.06,13.888,0.02,13.466,0.02,,,12.048,0.022,11.419,0.021,11.316,0.019,13.9043,0.0002,14.6099,0.0014,13.0985,0.0007,0.0039349,4.21e-05,39738656627501056
EPIC210472483,64.285893,14.936378,14.626,0.03,13.547,0.07,14.088,0.04,13.161,0.04,12.79,0.04,,,11.423,0.022,11.004,0.022,10.875,0.019,13.171,0.0013,13.7843,0.0044,12.4175,0.0038,0.0010161,2.3199999999999998e-05,3311910201762059264
EPIC210483889,58.514872,15.137152,14.925,0.08,14.012,0.16,14.244,0.035,13.68,0.044,13.209,0.12,,,11.63,0.026,11.013,0.028,10.886,0.018,13.5505,0.0003,14.2298,0.0011,12.7579,0.0007,0.0005415999999999999,2.94e-05,40064386947592704
EPIC210490365,63.273432,15.247763,17.76,0.13,15.881,0.062,16.606,0.02,15.286,0.04,13.637,0.11,,,11.303,0.021,10.732,0.02,10.444,0.019,14.3817,0.001,16.0749,0.0103,13.12,0.0022,0.0222153,8.14e-05,3311804515502788352
EPIC210508766,59.901562,15.558886,16.053,0.07,14.514,0.02,15.349,0.04,13.918,0.04,13.199,0.01,,,11.599,0.021,10.945,0.022,10.765,0.018,13.8042,0.0003,14.7599,0.0022,12.8443,0.0013,0.0079375,3.24e-05,40139531695379328
EPIC210512842,60.374949,15.625037,13.252,0.05,12.403,0.01,12.807,0.03,12.142,0.01,11.806,0.04,,,10.778,0.02,10.386,0.022,10.299,0.017,12.1848,0.0001,12.6522,0.0014,11.5617,0.0008,0.0043451,3.68e-05,39404267653786624
EPIC210513446,58.018524,15.635284,14.947,0.03,13.979,0.07,14.456,0.04,13.631,0.02,13.259,0.04,,,11.88,0.023,11.336,0.031,11.191,0.021,13.6704,0.0006,14.2582,0.0014,12.9143,0.0013,0.0031202,0.0001478,40328785134510080
EPIC210550063,61.131909,16.216694,12.048,0.04,11.332,0.01,11.623,0.01,11.138,0.01,10.943,0.01,,,10.015,0.024,9.724,0.024,9.626,0.018,11.163,0.0009,11.5569,0.0013,10.6339,0.0008,0.0045926,4.78e-05,45456357610673408
EPIC210558622,60.792843,16.347447,13.658,0.02,12.424,0.03,13.098,0.03,11.932,0.03,11.578,0.14,,,10.231,0.021,9.649,0.022,9.496,0.017,12.0082,0.0002,12.7159,0.0008,11.2149,0.0007,0.0099783,3.57e-05,46217666333148416
EPIC210559259,59.475854,16.357698,15.052,0.04,13.952,0.04,14.518,0.03,13.569,0.04,13.347,0.24,,,11.954,0.02,11.443,0.024,11.323,0.017,13.6004,0.0003,14.1927,0.0018,12.881,0.0011,0.0039059,3.33e-05,40441583858056576
EPIC210564155,60.463332,16.433319,17.23,0.105,15.585,0.055,16.435,0.05,15.05,0.01,13.806,0.05,,,11.809,0.022,11.256,0.022,10.993,0.018,14.5207,0.0004,15.9139,0.0024,13.3664,0.0009,0.0166466,6.890000000000001e-05,46269171580976128
EPIC210576234,53.772568,16.615369,12.546,0.32,11.343,0.132,12.133,0.04,11.586,0.05,11.376,0.05,,,10.207,0.021,9.828,0.02,9.734,0.017,11.5746,0.0003,12.0119,0.001,10.9878,0.0009,0.0039099,0.0007417,42713660214648448
EPIC210577548,55.809274,16.634549,14.434,0.05,13.443,0.06,13.898,0.04,13.114,0.06,12.813,0.06,,,11.613,0.022,,,11.059,0.02,13.1474,0.0003,13.6933,0.0013,12.4659,0.0008,0.0034815999999999996,2.75e-05,44062348664673152
EPIC210598340,56.868728,16.94163,13.315,0.05,12.631,0.07,12.931,0.04,12.445,0.06,12.368,0.31,,,11.222,0.021,10.953,0.021,10.876,0.02,12.4537,0.0002,12.8349,0.0014,11.9133,0.0009,0.0012235,4.6399999999999996e-05,43710500647160320
EPIC210605073,65.62329,17.037875,,,,,17.859,0.006,17.896,0.006,18.004,0.008,18.125,0.02,,,,,,,17.8605,0.0015,17.8858,0.0084,17.6997,0.0102,0.0004997,0.0001888,3313865034653166208
EPIC210609658,55.716836,17.1015,14.15,0.1,12.988,0.07,13.559,0.07,12.576,0.05,12.171,0.07,,,10.747,0.022,10.2,0.022,10.079,0.018,12.5676,0.0008,13.2325,0.0032,11.7972,0.0019,0.0015225,3.8e-05,44112376443631104
