id,ra,dec,B_mag,B_mag_unc,V_mag,V_mag_unc,g_mag,g_mag_unc,r_mag,r_mag_unc,i_mag,i_mag_unc,z_mag,z_mag_unc,J_mag,J_mag_unc,H_mag,H_mag_unc,K_mag,K_mag_unc,G_mag,G_mag_unc,Bp_mag,Bp_mag_unc,Rp_mag,Rp_mag_unc,parallax,parallax_unc,GaiaID
EPIC211680698,132.126896,15.655983,15.032,0.06,14.049,0.05,14.513,0.03,13.682,0.03,13.389,0.1,,,12.259,0.023,11.768,0.021,11.654,0.019,13.7484,0.0002,14.2894,0.0013,13.0745,0.0009,0.0030798,3.61e-05,609814922864694400
EPIC211682423,132.092703,15.678911,13.139,0.07,12.667,0.03,12.813,0.04,12.552,0.03,12.457,0.13,,,11.643,0.022,11.415,0.02,11.331,0.02,12.5463,0.0002,12.8001,0.001,12.1287,0.0009,0.0018574,5.66e-05,610002763258032128
EPIC211682544,129.682381,15.680626,12.348,0.03,11.606,0.04,11.901,0.03,11.385,0.03,11.195,0.04,,,10.216,0.02,9.814,0.022,9.748,0.02,11.4055,0.0007,11.8239,0.0011,10.8558,0.0009,0.0061262,5.14e-05,657756997089784960
EPIC211685045,123.359621,15.713759,,,,,,,,,,,,,12.805,0.024,12.171,0.025,11.969,0.021,15.0987,0.0004,16.1225,0.0034,14.1032,0.0016,0.0049295,5.23e-05,655610956552371328
EPIC211694226,132.589777,15.838075,16.939,0.12,15.433,0.03,16.182,0.01,14.877,0.04,13.685,0.07,,,11.851,0.021,11.203,0.019,11.058,0.024,14.9002,0.0005,15.8901,0.032,13.6162,0.0206,0.0075009,4.39e-05,609915592602320896
EPIC211713099,125.223881,16.090947,14.475,0.01,13.827,0.02,14.096,0.02,13.641,0.05,13.444,0.03,,,12.555,0.023,12.203,0.022,12.154,0.022,13.6582,0.0002,14.0146,0.001,13.1445,0.0008,0.0017433000000000001,4.27e-05,655863775507590400
EPIC211719484,123.48189,16.178066,13.181,0.06,12.668,0.03,12.895,0.02,12.54,0.05,12.416,0.03,,,11.563,0.021,11.245,0.022,11.222,0.02,12.5713,0.0007,12.8405,0.0009,12.0999,0.0008,0.0012105999999999998,7.6e-05,655769801622622592
EPIC211730024,136.489474,16.325573,11.794,0.092,11.842,0.183,11.616,0.04,11.331,0.02,11.255,0.04,,,10.501,0.023,10.324,0.03,10.234,0.023,11.3479,0.0006,11.6155,0.0012,10.9524,0.0009,0.0026613,4.61e-05,610858393758591104
EPIC211731298,129.041204,16.343693,14.185,0.04,13.284,0.01,13.671,0.03,13.003,0.01,12.766,0.03,,,11.726,0.021,11.312,0.023,11.228,0.018,13.0544,0.0007,13.5255,0.0025,12.4469,0.0012,0.0034407,2.97e-05,658032802709988480
EPIC211733267,130.009413,16.372406,13.214,0.04,12.398,0.04,12.759,0.04,12.135,0.04,11.889,0.04,,,10.841,0.02,10.407,0.022,10.287,0.017,12.1965,0.0009,12.6639,0.0037,11.5864,0.0031,0.0046562999999999995,6.819999999999999e-05,657995792976260864
EPIC211736671,123.381875,16.419609,13.094,0.05,12.33,0.01,12.684,0.03,12.096,0.02,11.936,0.03,,,10.986,0.021,10.652,0.022,10.561,0.017,12.1704,0.0002,12.5784,0.001,11.6242,0.0007,0.0020670000000000003,4.31e-05,655794055300531456
EPIC211741619,131.897047,16.489916,15.642,0.03,14.224,0.02,15.004,0.04,13.631,0.04,12.948,0.01,,,11.339,0.022,10.658,0.021,10.489,0.018,13.5343,0.0002,14.4788,0.0023,12.5755,0.0009,0.0080121,2.47e-05,610197278032980992
EPIC211743874,129.389699,16.522103,13.101,0.04,12.573,0.02,12.766,0.03,12.456,0.02,12.366,0.04,,,11.586,0.024,11.337,0.022,11.281,0.02,12.4741,0.0002,12.7508,0.001,12.0472,0.0013,0.0017642,5.4499999999999997e-05,658060049982487040
EPIC211754962,124.029474,16.677163,15.889,0.02,14.513,0.04,15.292,0.03,13.93,0.03,13.358,0.01,,,11.792,0.024,11.178,0.03,11.01,0.018,13.8828,0.0002,14.7548,0.0018,12.9721,0.0012,0.0053543,2.93e-05,655814297483693568
EPIC211762841,128.926495,16.789285,16.897,0.12,15.462,0.02,16.199,0.05,14.89,0.05,14.203,0.1,,,12.684,0.024,12.043,0.021,11.83,0.018,14.7869,0.0004,15.6833,0.0023,13.8571,0.0013,0.004143,4.31e-05,658832250743369344
EPIC211763214,133.838068,16.79418,13.433,0.02,12.727,0.04,13.033,0.06,12.477,0.04,12.312,0.04,,,11.291,0.022,10.911,0.024,10.796,0.019,12.5114,0.0002,12.9231,0.0009,11.9452,0.0008,0.0041508000000000005,4.65e-05,611580390645372672
EPIC211770696,127.761182,16.900568,12.955,0.06,12.414,0.05,12.622,0.04,12.241,0.04,12.094,0.01,,,11.186,0.021,10.895,0.022,10.804,0.018,12.2299,0.0002,12.5494,0.0012,11.7511,0.0006,0.0023442,5.8700000000000004e-05,658978451430055936
EPIC211770795,132.009734,16.901853,15.974,0.09,14.883,0.04,15.487,0.07,14.434,0.02,14.062,0.03,,,12.841,0.022,12.265,0.023,12.174,0.02,14.5103,0.0003,15.1406,0.0015,13.7608,0.0009,0.0027067999999999997,3.2099999999999994e-05,658274970145911424
EPIC211770867,123.022652,16.903006,12.762,0.05,12.275,0.02,12.482,0.04,12.132,0.04,12.049,0.04,,,11.185,0.02,10.951,0.02,10.881,0.018,12.1434,0.0002,12.4204,0.0008,11.7112,0.0006,0.0016114,5.07e-05,656575296969639680
EPIC211779390,124.361081,17.024356,14.497,0.03,13.448,0.01,14.024,0.04,13.0,0.01,12.637,0.03,,,11.336,0.021,10.747,0.022,10.613,0.017,13.0455,0.0003,13.6804,0.0012,12.2936,0.0009,0.0063426,2.41e-05,656201703533465088
EPIC211783206,130.145812,17.077936,15.564,0.02,14.599,0.07,15.046,0.03,14.172,0.06,13.766,0.07,,,12.608,0.022,12.095,0.024,11.961,0.023,14.2095,0.0008,14.7859,0.0025,13.4767,0.0011,,,658478104919190400
EPIC211784767,126.013809,17.099015,12.546,0.05,11.965,0.03,12.215,0.06,11.812,0.01,11.693,0.03,,,10.895,0.024,10.675,0.027,10.56,0.019,11.8242,0.0003,12.1344,0.001,11.3699,0.0005,0.0021486,3.9e-05,656085876855900032
EPIC211791178,132.142988,17.190686,15.154,0.04,14.045,0.02,14.591,0.08,13.609,0.03,13.244,0.02,,,12.0,0.027,11.471,0.026,11.388,0.026,13.9329,0.0006,14.4813,0.0056,13.0279,0.0122,0.0034537,2.77e-05,659785149366912768
EPIC211796070,128.311072,17.261563,15.392,0.1,14.344,0.07,14.895,0.07,13.861,0.07,13.533,0.1,,,12.163,0.021,11.574,0.024,11.466,0.023,13.8783,0.0003,14.5248,0.0017,13.1203,0.0011,0.0036845,2.86e-05,658897706044705280
EPIC211797637,130.73126,17.282842,15.175,0.07,14.141,0.05,14.633,0.03,13.679,0.07,13.319,0.06,,,12.003,0.022,11.416,0.033,11.261,0.02,13.6878,0.0002,14.3295,0.0011,12.9312,0.0008,0.0044939,3.24e-05,658531465592884096
EPIC211799258,128.246153,17.306547,,,,,17.947,0.006,16.517,0.005,15.135,0.005,14.432,0.005,13.017,0.022,12.42,0.026,12.185,0.025,15.9052,0.001,17.4271,0.0081,14.7021,0.0026,0.0054925,9.16e-05,659086512807199232
EPIC211800191,132.884782,17.319834,13.126,0.04,12.619,0.06,12.796,0.06,12.421,0.02,12.292,0.05,,,11.369,0.021,11.036,0.02,10.995,0.02,12.4437,0.0002,12.7518,0.0009,11.9694,0.0007,0.0024668,3.82e-05,611777482400518912
EPIC211804579,129.067776,17.381661,12.142,0.21,11.359,0.12,11.597,0.06,11.193,0.03,11.062,0.04,,,10.255,0.02,9.928,0.022,9.861,0.017,11.3102,0.0011,11.6839,0.0022,10.8136,0.0017,0.0050817,4.45e-05,659285833649720064
EPIC211808055,129.034461,17.430082,,,,,,,,,,,,,12.545,0.023,12.2,0.022,12.141,0.021,13.6858,0.0003,14.0664,0.0011,13.1558,0.0008,0.0016635,4.14e-05,659288410630095744
EPIC211812935,133.147876,17.499831,13.545,0.05,12.854,0.08,13.142,0.07,12.617,0.01,12.425,0.02,,,,,,,,,13.0389,0.0005,13.4306,0.0033,12.4552,0.002,0.0012105999999999998,2.6e-05,611874548661527808
EPIC211814313,131.324111,17.519439,16.26,0.08,15.569,0.04,15.846,0.03,15.384,0.09,15.253,0.14,,,14.381,0.03,13.998,0.041,13.869,0.043,15.4287,0.0004,15.7769,0.0018,14.9146,0.003,0.0004772,5.31e-05,658556376403227392
EPIC211814733,132.667407,17.524891,12.734,0.443,11.206,0.134,12.583,0.07,11.951,0.03,11.708,0.01,,,10.705,0.022,10.238,0.022,10.138,0.017,11.9845,0.0015,12.4448,0.0057,11.3783,0.0042,0.0020612,5.6099999999999995e-05,659822910719405184
EPIC211816003,132.62112,17.542445,14.577,0.05,13.841,0.02,14.161,0.06,13.61,0.02,13.436,0.03,,,12.486,0.022,12.076,0.02,12.0,0.018,13.6668,0.0002,14.0621,0.0011,13.1147,0.0007,0.002335,2.99e-05,659826037455527040
EPIC211817229,126.972971,17.560143,,,,,17.887,0.006,16.326,0.005,14.737,0.005,13.904,0.004,12.471,0.022,11.969,0.023,11.699,0.02,15.4853,0.0005,17.2262,0.007,14.2109,0.0015,0.0232865,9.62e-05,662078661904373248
EPIC211818569,126.93672,17.579397,14.391,0.08,13.319,0.03,13.888,0.05,12.878,0.05,12.527,0.02,,,11.309,0.022,10.742,0.022,10.616,0.018,12.9247,0.0006,13.5523,0.002,12.1886,0.0014,0.0058746,3.65e-05,662078902422542336
EPIC211822797,130.410365,17.640005,16.708,0.07,15.256,0.01,16.025,0.03,14.684,0.04,13.944,0.06,,,12.277,0.025,11.605,0.034,11.429,0.018,14.5263,0.0003,15.5042,0.0024,13.5498,0.0015,0.005342100000000001,3.91e-05,658607950370340608
EPIC211825866,124.332765,17.683943,14.797,0.02,13.986,0.02,14.375,0.05,13.731,0.01,13.528,0.06,,,12.478,0.022,12.064,0.025,11.953,0.023,13.7853,0.0003,14.2127,0.0017,13.1981,0.0015,0.0024896,2.85e-05,657014173908523264
EPIC211830293,136.139926,17.747088,12.904,0.1,12.134,0.03,12.458,0.11,11.925,0.04,11.684,0.04,,,10.664,0.023,10.303,0.03,10.208,0.021,11.9013,0.0003,12.3307,0.0016,11.3342,0.0012,0.002326,4.74e-05,611323517241144576
EPIC211834065,132.548024,17.799325,12.289,0.252,11.808,0.228,11.939,0.05,11.576,0.03,11.503,0.02,,,10.692,0.021,10.444,0.019,10.4,0.017,11.6231,0.0005,11.9205,0.001,11.1846,0.0008,0.0019161999999999998,4.5400000000000006e-05,659845966103766144
EPIC211863149,132.515682,18.20056,17.329,0.03,15.892,0.06,16.662,0.07,15.288,0.03,14.107,0.03,,,12.175,0.021,11.518,0.03,11.267,0.021,14.8088,0.0004,16.1356,0.0036,13.6667,0.0011,0.0085198,5.17e-05,660008934342960896
EPIC211876245,134.161682,18.382534,16.453,0.12,15.674,0.05,15.999,0.11,15.361,0.02,15.312,0.103,,,14.121,0.029,13.681,0.033,13.55,0.035,15.4347,0.0004,15.8782,0.0022,14.8237,0.0017,0.0010532,4.9000000000000005e-05,612319541633222912
EPIC211886472,137.132531,18.528543,11.722,0.081,11.275,0.091,11.29,0.02,11.071,0.01,10.998,0.01,,,10.235,0.022,9.98,0.032,9.975,0.023,11.0569,0.001,11.3098,0.0015,10.6801,0.001,0.0019703,0.00010910000000000001,635409251456055168
EPIC211892395,135.760324,18.614713,17.535,0.11,16.436,0.02,16.894,0.068,,,,,,,14.386,0.032,13.75,0.028,13.59,0.031,16.0154,0.0018,16.6291,0.0089,15.2682,0.0054,0.0010478,5.23e-05,612200072823094400
EPIC211897691,130.082557,18.692919,15.638,0.03,14.66,0.01,15.153,0.03,14.25,0.01,13.954,0.02,,,12.796,0.021,12.295,0.024,12.173,0.023,14.3436,0.0005,14.9047,0.0021,13.6451,0.0016,0.0027466,4e-05,659493675706526848
EPIC211901114,130.398723,18.743057,,,,,17.894,0.006,16.485,0.005,15.223,0.004,14.548,0.005,13.155,0.022,12.535,0.023,12.318,0.022,15.9771,0.0009,17.376,0.0106,14.8008,0.003,0.0054064,8.96e-05,660981349298550272
EPIC211906259,131.311027,18.819358,13.478,0.04,12.817,0.02,13.075,0.03,12.624,0.03,12.505,0.02,,,11.614,0.021,11.328,0.023,11.261,0.023,12.67,0.0002,13.0228,0.001,12.1697,0.0007,0.0024339,4.38e-05,660949326022498688
EPIC211906650,135.334979,18.825454,12.951,0.05,12.307,0.02,12.577,0.031,12.172,0.01,12.028,0.061,,,11.142,0.022,10.84,0.023,10.774,0.021,12.1713,0.0002,12.5085,0.0013,11.6839,0.0012,0.0029954,4.8599999999999995e-05,612404474610535936
EPIC211913977,130.344085,18.933875,13.97,0.04,12.957,0.02,13.448,0.03,12.557,0.03,12.264,0.06,,,11.162,0.023,10.678,0.022,10.536,0.019,12.6619,0.0005,13.2199,0.0019,11.9789,0.0013,0.0052818,5.89e-05,661004400386393984
EPIC211914445,130.424354,18.941274,15.462,0.06,14.725,0.04,15.054,0.02,14.502,0.03,14.304,0.05,,,13.309,0.022,12.869,0.026,12.804,0.026,14.5526,0.0002,14.9459,0.0019,13.9892,0.0011,0.0010715,3.92e-05,661001724623390208
EPIC211914889,129.877975,18.948166,,,,,20.219,0.018,18.745,0.009,17.095,0.006,16.21,0.007,14.703,0.033,14.116,0.032,13.841,0.047,17.8589,0.0016,19.4946,0.0445,16.5415,0.0073,0.0051618,0.000179,659689109602230272
EPIC211914960,130.009286,18.949164,,,,,,,,,,,,,11.997,0.02,11.38,0.018,11.16,0.02,14.6547,0.0005,15.9145,0.0046,13.534,0.0022,0.0052934,6.58e-05,661189260077235072
EPIC211916756,129.362743,18.976685,,,,,,,,,,,,,13.312,0.021,12.738,0.024,12.474,0.021,16.0836,0.0009,17.4539,0.0094,14.914,0.0022,0.0055352,0.0001214,659744295638254336
EPIC211919004,129.777047,19.010023,14.282,0.05,13.371,0.01,13.792,0.01,13.068,0.01,12.848,0.03,,,11.811,0.021,11.372,0.023,11.3,0.022,13.1461,0.0003,13.6236,0.0016,12.5278,0.001,0.0032170000000000002,3.09e-05,659701895721176192
EPIC211923431,127.937355,19.074641,15.043,0.06,14.303,0.02,14.625,0.01,14.116,0.02,13.877,0.04,,,12.927,0.022,12.491,0.023,12.435,0.023,14.1327,0.0002,14.5351,0.0012,13.5735,0.0008,0.0013260000000000001,3.95e-05,662705555330268928
EPIC211924657,130.026777,19.092879,17.873,0.17,16.248,0.072,16.939,0.07,15.565,0.01,14.213,0.15,,,12.183,0.021,11.605,0.018,11.37,0.023,14.9834,0.0005,16.4312,0.0031,13.7921,0.0016,0.0125821,7.5e-05,661192902209491456
EPIC211925595,132.95813,19.10753,15.747,0.05,14.773,0.03,15.237,0.01,14.396,0.01,14.136,0.07,,,13.022,0.025,12.505,0.022,12.427,0.02,14.4803,0.0002,15.0148,0.0029,13.809,0.0009,0.0021141999999999997,3.71e-05,660635243654126336
EPIC211929937,129.178454,19.173812,15.223,0.055,14.434,0.039,14.804,0.01,14.147,0.047,13.878,0.07,,,12.873,0.025,12.454,0.021,12.351,0.025,14.1754,0.0003,14.6269,0.0026,13.5777,0.0012,0.0019154,3.76e-05,659766423309696128
EPIC211941472,130.448577,19.347497,12.633,0.01,11.949,0.02,12.24,0.02,11.789,0.04,11.594,0.08,,,10.776,0.02,10.472,0.021,10.387,0.019,11.8184,0.0002,12.1564,0.0009,11.3254,0.0007,-0.0002994,0.0003642,661226643472517376
EPIC211945201,136.573975,19.402252,10.937,0.08,10.154,0.056,10.479,0.03,10.038,0.04,9.959,0.08,,,9.144,0.023,8.908,0.028,8.837,0.02,10.0512,0.0004,10.3523,0.001,9.6272,0.0012,0.0054753,3.87e-05,636363799347569408
EPIC211946007,130.664324,19.414446,,,,,,,,,,,,,14.348,0.032,13.769,0.037,13.499,0.043,17.4158,0.0011,19.0844,0.0265,16.1467,0.0035,0.0053606999999999995,0.00013969999999999998,661229701489213824
EPIC211964332,129.703556,19.691265,15.648,0.062,14.718,0.04,15.164,0.041,14.481,0.03,14.262,0.06,,,13.199,0.025,12.775,0.022,12.62,0.027,14.5248,0.0003,14.9713,0.0021,13.9235,0.001,0.0014923999999999998,5.89e-05,661289315635121152
EPIC211965883,136.157199,19.714585,15.967,0.03,14.633,0.041,15.407,0.02,14.105,0.05,13.594,0.02,,,12.184,0.022,11.565,0.022,11.361,0.018,14.0872,0.0004,14.8705,0.0031,13.2375,0.0018,0.0047434,3.36e-05,636574699422681088
EPIC211969807,129.636756,19.773829,,,,,,,,,,,,,12.878,0.025,12.252,0.022,12.014,0.021,15.3955,0.0006,16.5671,0.0051,14.3121,0.0019,0.0052572999999999995,0.00010839999999999999,664292459846946560
EPIC211970147,130.056046,19.77881,14.318,0.046,13.2,0.01,13.782,0.02,12.76,0.02,12.482,0.03,,,11.282,0.022,10.739,0.02,10.64,0.02,12.8466,0.0006,13.443,0.0032,12.1273,0.0017,0.0052862,5.73e-05,661310756111835392
EPIC211972627,130.292938,19.818614,12.268,0.02,11.495,0.02,11.85,0.01,11.29,0.02,11.14,0.02,,,10.183,0.022,9.825,0.019,9.753,0.02,11.3111,0.0012,11.7046,0.0014,10.794,0.0012,0.0054362,6.21e-05,661302887731820416
EPIC211972681,130.024078,19.81953,16.707,0.12,15.75,0.05,16.291,0.02,15.311,0.06,15.004,0.14,,,13.712,0.026,13.19,0.027,13.093,0.027,15.364,0.0006,15.9563,0.0029,14.6305,0.0026,0.0015811999999999998,5.9499999999999996e-05,661311889983200384
EPIC211978865,123.897817,19.914861,15.021,0.01,14.476,0.04,14.712,0.01,14.347,0.04,14.322,0.05,,,13.487,0.028,13.223,0.038,13.157,0.035,14.5743,0.0006,14.6185,0.0091,13.9754,0.0049,0.0006776999999999999,4.05e-05,675557368789973632
EPIC211978988,130.497256,19.916606,13.374,0.01,12.68,0.01,13.002,0.01,12.52,0.02,12.411,0.03,,,11.516,0.025,11.249,0.024,11.17,0.019,12.5585,0.0002,12.8855,0.0007,12.0783,0.0007,0.0023447,4.09e-05,661398407803108736
EPIC211987231,137.382988,20.048245,12.454,0.352,11.272,0.129,12.148,0.07,11.653,0.02,11.479,0.07,,,10.723,0.024,10.389,0.035,10.34,0.023,11.8939,0.0033,12.0579,0.0031,11.2771,0.0055,0.0025987,0.0002608,636786591632884096
EPIC211988320,136.088357,20.065472,15.951,0.067,14.659,0.041,15.433,0.07,14.107,0.1,13.56,0.06,,,12.208,0.023,11.517,0.025,11.36,0.02,14.1298,0.0003,14.9192,0.002,13.27,0.0017,0.0049023,3.7e-05,636634451007653888
EPIC211990866,129.60125,20.106063,11.233,0.1,10.651,0.089,10.855,0.04,10.371,0.05,10.217,0.06,,,9.463,0.026,9.242,0.03,9.182,0.018,10.4053,0.0004,10.7128,0.0014,9.9661,0.0008,0.0052645,6.78e-05,664337230586013312
EPIC211993818,126.204921,20.152995,7.97,0.016,7.338,0.011,,,,,,,,,5.963,0.019,5.585,0.017,5.495,0.024,7.1584,0.0002,7.5264,0.0009,6.6681,0.0014,0.0030716000000000003,5.0900000000000004e-05,663815168721193600
EPIC211995325,131.207598,20.177694,,,,,,,,,,,,,15.875,0.08,15.192,0.11,14.987,0.119,19.4138,0.0035,21.2885,0.0975,17.9617,0.02,0.0061317,0.00045490000000000005,661387751990135424
EPIC211995398,123.656302,20.179146,,,,,17.958,0.006,16.675,0.005,16.197,0.004,15.924,0.007,14.757,0.042,,,,,16.7046,0.0007,17.4633,0.0058,15.8361,0.0022,0.0013258,7.89e-05,675623476924856576
EPIC211997641,136.902532,20.215121,13.659,0.06,12.955,0.04,13.301,0.07,12.749,0.07,12.615,0.09,,,11.768,0.022,11.523,0.03,11.432,0.024,12.866,0.0008,13.2156,0.0025,12.3637,0.0015,0.0009628,5.5599999999999996e-05,636608165807856128
EPIC212006318,130.501328,20.359306,13.734,0.07,13.043,0.02,13.324,0.03,12.866,0.04,12.731,0.06,,,11.899,0.025,11.594,0.024,11.557,0.018,12.9572,0.0002,13.2914,0.0012,12.4619,0.0007,0.0014079,4.41e-05,661453074146753152
EPIC212006344,126.476311,20.359569,14.55,0.03,13.15,0.032,13.977,0.034,12.578,0.041,11.818,0.06,,,10.104,0.022,9.457,0.022,9.275,0.018,12.3708,0.0003,13.3593,0.0017,11.3997,0.0011,0.013851599999999999,4.84e-05,663843343706623232
EPIC212008766,129.282438,20.399373,13.961,0.01,13.086,0.04,13.488,0.02,12.781,0.02,12.508,0.04,,,11.507,0.021,11.051,0.021,10.986,0.019,12.8852,0.0003,13.3646,0.0019,12.2632,0.0011,0.0043533,8.989999999999999e-05,664406705976755712
EPIC212009427,127.874459,20.410422,,,,,,,,,,,,,11.674,0.022,10.949,0.023,10.767,0.02,14.0006,0.0011,15.0241,0.0058,12.9956,0.0028,0.005429000000000001,3.53e-05,663140171661012480
EPIC212012119,132.169895,20.455076,13.018,0.02,12.063,0.01,12.547,0.02,11.705,0.02,11.412,0.04,,,10.364,0.026,9.861,0.033,9.749,0.024,11.8139,0.0009,12.3589,0.0022,11.1456,0.0015,0.008072699999999999,4.63e-05,661598415839633024
EPIC212024672,127.794348,20.664232,,,,,20.387,0.02,18.701,0.01,17.226,0.006,16.401,0.008,15.028,0.04,14.443,0.049,14.015,0.044,18.0204,0.0019,19.5522,0.0357,16.7167,0.0059,0.0048211,0.0003547,663904366601815936
EPIC212033577,136.804454,20.813602,12.478,0.04,11.951,0.06,12.181,0.05,11.808,0.07,11.686,0.08,,,10.916,0.022,10.597,0.027,10.565,0.021,11.8289,0.0003,12.1057,0.0009,11.3962,0.0012,0.0017914,4.35e-05,637075282154501760
EPIC212036875,134.690274,20.869091,11.654,0.113,10.95,0.095,11.257,0.05,10.918,0.06,10.8,0.07,,,10.042,0.022,9.843,0.024,9.774,0.018,10.9148,0.0009,11.1842,0.0012,10.5207,0.0007,0.0032338,4.85e-05,684893489523382144
EPIC212040382,136.169975,20.931454,13.111,0.05,12.626,0.04,12.823,0.05,12.499,0.07,12.392,0.08,,,11.608,0.023,11.335,0.02,11.286,0.023,12.5066,0.0002,12.7694,0.0012,12.0885,0.0009,0.0010534,3.78e-05,684753439229558656
EPIC212041206,128.719977,20.946949,,,,,,,,,,,,,12.957,0.03,12.408,0.027,12.265,0.019,14.7464,0.0003,15.4282,0.0021,13.9581,0.0012,0.0021463000000000003,4.5199999999999994e-05,664675124252844800
EPIC212041476,134.632933,20.951259,12.309,0.255,11.717,0.199,12.564,0.05,12.032,0.06,11.87,0.06,,,11.007,0.022,10.747,0.022,10.626,0.017,12.0948,0.0003,12.4561,0.0016,11.5895,0.0009,0.0035968,3.74e-05,684897166015385216
EPIC212048748,134.718112,21.076048,15.477,0.08,13.821,0.04,14.683,0.05,13.258,0.07,11.952,0.05,,,10.058,0.022,9.433,0.023,9.19,0.018,12.7331,0.0004,14.1182,0.0037,11.5825,0.0017,0.0357781,5.73e-05,684992690384102528
EPIC212052250,128.282835,21.139985,,,,,,,,,,,,,13.482,0.025,13.134,0.03,13.025,0.033,14.685,0.0016,15.0603,0.0054,14.1363,0.0045,0.0007961,3.44e-05,665443339283214336
EPIC212058012,133.121698,21.238987,11.754,0.114,11.337,0.127,11.479,0.03,10.975,0.02,10.82,0.03,,,10.084,0.025,9.81,0.022,9.71,0.02,11.0702,0.0005,11.3991,0.0009,10.6064,0.0007,0.0047709,3.93e-05,685749360542215296
EPIC212066407,129.838516,21.390829,12.947,0.02,12.344,0.03,12.627,0.02,12.174,0.03,11.982,0.05,,,11.227,0.022,10.909,0.023,10.844,0.019,12.2705,0.0002,12.5868,0.0012,11.7951,0.001,0.0010717,0.00012030000000000001,664752463726797696
EPIC212068493,136.254417,21.428751,13.803,0.05,13.099,0.04,13.489,0.032,12.904,0.08,12.726,0.1,,,11.904,0.023,11.587,0.021,11.489,0.019,13.008,0.0007,13.3568,0.0021,12.4996,0.001,0.0015223,4.29e-05,685196100035447552
EPIC212069861,134.444189,21.453533,16.292,0.1,14.781,0.03,15.638,0.04,14.176,0.07,13.445,0.07,,,11.907,0.02,11.25,0.023,11.055,0.022,14.0916,0.0003,15.0391,0.0026,13.1321,0.0015,0.006161,2.48e-05,685065155072248192
EPIC212072539,134.202214,21.502674,,,,,,,,,,,,,12.692,0.02,12.07,0.024,11.855,0.023,15.1312,0.0003,16.2538,0.0024,14.0744,0.0011,0.0059893,3.76e-05,685818492336147072
EPIC212081533,136.361418,21.668695,14.96,0.01,13.444,0.06,14.302,0.04,12.896,0.03,12.058,0.09,,,10.496,0.023,9.858,0.022,9.662,0.025,12.7423,0.0005,13.7288,0.0019,11.7694,0.0011,0.013274699999999999,5.39e-05,685235991691684352
EPIC212088059,132.707863,21.789122,17.088,0.1,15.606,0.056,16.369,0.04,14.925,0.08,14.066,0.1,,,12.344,0.025,11.656,0.023,11.46,0.021,14.6951,0.0003,15.7788,0.0028,13.6614,0.0015,0.0061286,3.34e-05,685979983106267136
EPIC212096658,126.753739,21.956861,13.013,0.571,10.793,0.102,11.659,0.03,10.282,0.04,9.589,0.06,,,8.021,0.023,7.369,0.02,7.192,0.021,10.1517,0.0007,11.081,0.0014,9.231,0.0009,0.020060300000000003,9.3e-05,665777212860770560
EPIC212099230,128.073571,22.006011,11.532,0.088,10.794,0.071,11.073,0.03,10.496,0.04,10.274,0.06,,,9.343,0.022,8.998,0.022,8.873,0.023,10.5241,0.0002,10.9322,0.0009,9.9794,0.0006,0.008059100000000001,5.0299999999999996e-05,665640392382991360
EPIC212110007,133.310979,22.218977,15.423,0.03,14.518,0.02,14.949,0.01,14.179,0.03,13.944,0.02,,,12.743,0.025,12.213,0.024,12.176,0.022,14.2154,0.0003,14.7251,0.0012,13.5588,0.0011,0.0015857000000000002,6.75e-05,686020218359912064
EPIC212110888,127.57877,22.235908,12.018,0.15,11.447,0.122,11.799,0.03,11.404,0.04,11.287,0.06,,,10.528,0.025,10.258,0.022,10.193,0.017,11.4357,0.0009,11.7319,0.0011,11.0024,0.0005,0.0028403,5.07e-05,665757593450097920
EPIC212114260,135.732046,22.303425,13.216,0.07,12.521,0.07,12.787,0.06,12.284,0.04,12.107,0.01,,,11.265,0.022,10.923,0.024,10.846,0.023,12.3154,0.0007,12.6794,0.0027,11.8059,0.002,0.0031753,5.1200000000000004e-05,685505543838961152
EPIC212130773,125.952752,22.634023,15.584,0.06,14.627,0.041,15.17,0.041,,,,,,,12.871,0.021,12.388,0.026,12.26,0.022,14.3792,0.0002,14.9203,0.0016,13.6943,0.0007,0.0020199,3.14e-05,677884313351354880
EPIC212132195,125.987065,22.663045,13.046,0.041,12.025,0.03,12.556,0.031,11.622,0.04,11.29,0.06,,,10.128,0.02,9.566,0.024,9.501,0.023,11.6828,0.0004,12.2634,0.001,10.9843,0.0005,0.0094428,4.32e-05,677884760027950080
EPIC212133517,126.174526,22.688933,14.406,0.02,13.626,0.034,13.942,0.034,13.358,0.043,13.149,0.064,,,12.229,0.024,11.901,0.022,11.818,0.021,13.4356,0.0003,13.8321,0.0012,12.8888,0.0005,0.0021218,3.49e-05,677882904602066688
EPIC212136123,129.211991,22.741123,15.879,0.03,15.094,0.047,,,,,,,,,13.356,0.025,12.969,0.027,12.855,0.026,14.7975,0.0008,15.2956,0.0026,14.1555,0.0019,0.0017275,5.2900000000000005e-05,666056385735711104
EPIC212138198,126.023559,22.78329,14.114,0.02,13.205,0.032,13.644,0.033,12.85,0.041,12.584,0.062,,,11.456,0.022,10.99,0.024,10.88,0.019,12.9416,0.0006,13.4492,0.0015,12.2769,0.0006,0.0045689,0.0003098,677888264721188224
